poem	emotion1	emotion2
bis nach entraubtem Schmuck der Tod uns gleiche macht.	Awe / Sublime	Sadness
Spielt denn dies ernste Spiel, weil es die Zeit noch leidet,	Awe / Sublime	Awe / Sublime
und lernt, dass wenn man vom Bankett des Lebens scheidet,	Awe / Sublime	Awe / Sublime
Kron, Weisheit, Stärk und Gut sei eine leere Pracht!	Awe / Sublime	Awe / Sublime
Wir wissen nichts von diesem Hingehn, das	Awe / Sublime	Awe / Sublime
nicht mit uns teilt. Wir haben keinen Grund,	Awe / Sublime	Awe / Sublime
Bewunderung und Liebe oder Haß	Awe / Sublime	Awe / Sublime
dem Tod zu zeigen, den ein Maskenmund	Awe / Sublime	Awe / Sublime
tragischer Klage wunderlich entstellt.	Sadness	Awe / Sublime
Noch ist die Welt voll Rollen, die wir spielen.	Sadness	Sadness
Solang wir sorgen, ob wir auch gefielen,	Sadness	Awe / Sublime
spielt auch der Tod, obwohl er nicht gefällt.	Sadness	Awe / Sublime
Doch als du gingst, da brach in diese Bühne	Awe / Sublime	Beauty / Joy
ein Streifen Wirklichkeit durch jenen Spalt	Awe / Sublime	Beauty / Joy
durch den du hingingst: Grün wirklicher Grüne,	Awe / Sublime	Beauty / Joy
wirklicher Sonnenschein, wirklicher Wald.	Awe / Sublime	Beauty / Joy
Wir spielen weiter. Bang und schwer Erlerntes	Sadness	Sadness
hersagend und Gebärden dann und wann	Sadness	Sadness
aufhebend; aber dein von uns entferntes,	Sadness	Sadness
aus unserm Stück entrücktes Dasein kann	Sadness	Sadness
uns manchmal überkommen, wie ein Wissen	Beauty / Joy	Awe / Sublime
von jener Wirklichkeit sich niedersenkend,	Beauty / Joy	Awe / Sublime
so daß wir eine Weile hingerissen	Beauty / Joy	Awe / Sublime
das Leben spielen, nicht an Beifall denkend.	Beauty / Joy	Awe / Sublime
Unter türkischen Linden, die blühen, an Rasenrändern,	Beauty / Joy	Beauty / Joy
in leise von ihrem Heimweh geschaukelten Ständern	Beauty / Joy	Beauty / Joy
atmen die Ara und wissen von ihren Ländern,	Beauty / Joy	Beauty / Joy
die sich, auch wenn sie nicht hinsehn, nicht verändern	Beauty / Joy	Beauty / Joy
Fremd im beschäftigten Grünen wie eine Parade,	Beauty / Joy	Beauty / Joy
zieren sie sich und fühlen sich selber zu schade,	Beauty / Joy	Beauty / Joy
und mit den kostbaren Schnäbeln aus Jaspis und Jade	Beauty / Joy	Beauty / Joy
kauen sie Graues, verschleudern es, finden es fade.	Beauty / Joy	Beauty / Joy
Unten klauben die duffen Tauben, was sie nicht mögen,	Sadness	Sadness
während sich oben die höhnischen Vögel verbeugen	Sadness	Sadness
zwischen den beiden fast leeren vergeudeten Trögen	Humor	Sadness
Aber dann wiegen sie wieder und schläfern und äugen	Beauty / Joy	Beauty / Joy
spielen mit dunkelen Zungen, die gerne lögen,	Uneasiness	Uneasiness
zerstreut an den Fußfesselringen. Warten auf Zeugen.	Uneasiness	Uneasiness
Die ewighelle Schar will nun ihr Licht verschließen;	Vitality	Vitality
Diana steht erblaßt; die Morgenröte lacht	Vitality	Vitality
Den grauen Himmel an, der sanfte Wind erwacht	Vitality	Vitality
Und reizt das Federvolk, den neuen Tag zu grüßen.	Vitality	Vitality
Das Leben dieser Welt eilt schon die Welt zu küssen	Beauty / Joy	Vitality
Und steckt sein Haupt empor; man sieht der Strahlen Pracht	Beauty / Joy	Vitality
Nun blinkern auf der See. O dreimal höchste Macht!	Beauty / Joy	Awe / Sublime
Erleuchte den, der sich jetzt beugt vor deinen Füßen!	Beauty / Joy	Awe / Sublime
Vertreib die dicke Nacht, die meine Seel umgibt,	Vitality	Vitality
Die Schmerzensfinsternis, die Herz und Geist betrübt!	Vitality	Vitality
Erquicke mein Gemüt und stärke mein Vertrauen!	Vitality	Vitality
Gib, daß ich diesen Tag in deinem Dienst allein	Awe / Sublime	Vitality
Zubring! und wenn mein End und jener Tag bricht ein,	Awe / Sublime	Vitality
Daß ich dich, meine Sonn! mein Licht! mög ewig schauen!	Awe / Sublime	Vitality
Aufgestanden ist er, welcher lange schlief,	Uneasiness	Suspense
Aufgestanden unten aus Gewölben tief.	Uneasiness	Suspense
In der Dämmrung steht er, groß und unerkannt,	Uneasiness	Suspense
Und den Mond zerdrückt er in der schwarzen Hand.	Uneasiness	Suspense
In den Abendlärm der Städte fällt es weit,	Uneasiness	Uneasiness
Frost und Schatten einer fremden Dunkelheit,	Uneasiness	Uneasiness
Und der Märkte runder Wirbel stockt zu Eis.	Uneasiness	Uneasiness
Es wird still. Sie sehn sich um. Und keiner weiß.	Uneasiness	Uneasiness
In den Gassen faßt es ihre Schulter leicht.	Uneasiness	Uneasiness
Eine Frage. Keine Antwort. Ein Gesicht erbleicht.	Uneasiness	Uneasiness
In der Ferne wimmert ein Geläute dünn	Uneasiness	Uneasiness
Und die Bärte zittern um ihr spitzes Kinn.	Uneasiness	Uneasiness
Auf den Bergen hebt er schon zu tanzen an	Uneasiness	Uneasiness
Und er schreit: Ihr Krieger alle, auf und an.	Uneasiness	Uneasiness
Und es schallet, wenn das schwarze Haupt er schwenkt,	Uneasiness	Uneasiness
Drum von tausend Schädeln laute Kette hängt.	Uneasiness	Uneasiness
Einem Turm gleich tritt er aus die letzte Glut,	Uneasiness	Uneasiness
Wo der Tag flieht, sind die Ströme schon voll Blut.	Uneasiness	Uneasiness
Zahllos sind die Leichen schon im Schilf gestreckt,	Uneasiness	Uneasiness
Von des Todes starken Vögeln weiß bedeckt.	Uneasiness	Uneasiness
Über runder Mauern blauem Flammenschwall	Uneasiness	Uneasiness
Steht er, über schwarzer Gassen Waffenschall.	Uneasiness	Uneasiness
Über Toren, wo die Wächter liegen quer,	Uneasiness	Uneasiness
Über Brücken, die von Bergen Toter schwer.	Uneasiness	Uneasiness
In der Nacht er jagt das Feuer querfeldein	Uneasiness	Uneasiness
einen roten Hund mit wilder Mäuler Schrein.	Uneasiness	Uneasiness
Aus dem Dunkel springt der Nächte schwarze Welt,	Uneasiness	Uneasiness
Von Vulkanen furchtbar ist ihr Rand erhellt.	Uneasiness	Uneasiness
Und mit tausend roten Zipfelmützen weit	Uneasiness	Uneasiness
Sind die finstren Ebnen flackend überstreut,	Uneasiness	Uneasiness
Und was unten auf den Straßen wimmelt hin und her,	Uneasiness	Uneasiness
Fegt er in die Feuerhaufen, daß die Flamme brenne mehr.	Uneasiness	Uneasiness
Und die Flammen fressen brennend Wald um Wald,	Uneasiness	Uneasiness
Gelbe Fledermäuse zackig in das Laub gekrallt.	Uneasiness	Uneasiness
Seine Stange haut er wie ein Köhlerknecht	Uneasiness	Uneasiness
In die Bäume, daß das Feuer brause recht.	Uneasiness	Uneasiness
Eine große Stadt versank in gelbem Rauch,	Uneasiness	Uneasiness
Warf sich lautlos in des Abgrunds Bauch.	Uneasiness	Uneasiness
Aber riesig über glühnden Trümmern steht	Uneasiness	Awe / Sublime
Der in wilde Himmel dreimal seine Fackel dreht,	Uneasiness	Awe / Sublime
Über sturmzerfetzter Wolken Widerschein,	Uneasiness	Awe / Sublime
In des toten Dunkels kalten Wüstenein,	Uneasiness	Awe / Sublime
Daß er mit dem Brande weit die Nacht verdorr,	Uneasiness	Awe / Sublime
Pech und Feuer träufet unten auf Gomorrh.	Uneasiness	Awe / Sublime
Sie wandern durch die Nacht der Städte hin,	Uneasiness	Suspense
Die schwarz sich ducken unter ihrem Fuß.	Uneasiness	Suspense
Wie Schifferbärte stehen um ihr Kinn	Uneasiness	Suspense
Die Wolken schwarz vom Rauch und Kohlenruß.	Uneasiness	Suspense
Ihr langer Schatten schwankt im Häusermeer	Uneasiness	Uneasiness
Und löscht der Straßen Lichterreihen aus.	Uneasiness	Uneasiness
Er kriecht wie Nebel auf dem Pflaster schwer	Uneasiness	Uneasiness
Und tastet langsam vorwärts Haus für Haus.	Uneasiness	Uneasiness
Den einen Fuß auf einen Platz gestellt,	Uneasiness	Uneasiness
Den anderen gekniet auf einen Turm,	Uneasiness	Uneasiness
Ragen sie auf, wo schwarz der Regen fällt,	Uneasiness	Uneasiness
Panspfeifen blasend in den Wolkensturm.	Uneasiness	Uneasiness
Um ihre Füße kreist das Ritornell	Uneasiness	Sadness
Des Städtemeers mit trauriger Musik,	Uneasiness	Sadness
Ein großes Sterbelied. Bald dumpf, bald grell	Uneasiness	Sadness
Wechselt der Ton, der in das Dunkel stieg.	Uneasiness	Sadness
Sie wandern an dem Strom, der schwarz und breit	Uneasiness	Uneasiness
Wie ein Reptil, den Rücken gelb gefleckt	Uneasiness	Uneasiness
Von den Laternen, in die Dunkelheit	Uneasiness	Uneasiness
Sich traurig wälzt, die schwarz den Himmel deckt.	Uneasiness	Sadness
Sie lehnen schwer auf einer Brückenwand	Uneasiness	Uneasiness
Und stecken ihre Hände in den Schwarm	Uneasiness	Uneasiness
Der Menschen aus, wie Faune, die am Rand	Uneasiness	Uneasiness
Der Sümpfe bohren in den Schlamm den Arm.	Uneasiness	Uneasiness
Einer steht auf. Dem weißen Monde hängt	Uneasiness	Uneasiness
Er eine schwarze Larve vor. Die Nacht,	Uneasiness	Uneasiness
Die sich wie Blei vom finstern Himmel senkt,	Uneasiness	Uneasiness
Drückt tief die Häuser in des Dunkels Schacht.	Uneasiness	Uneasiness
Der Städte Schultern knacken. Und es birst	Uneasiness	Uneasiness
Ein Dach, daraus ein rotes Feuer schwemmt.	Uneasiness	Uneasiness
Breitbeinig sitzen sie auf seinem First	Uneasiness	Uneasiness
Und schrein wie Katzen auf zum Firmament.	Uneasiness	Uneasiness
In einer Stube voll von Finsternissen	Uneasiness	Uneasiness
Schreit eine Wöchnerin in ihren Wehn.	Uneasiness	Uneasiness
Ihr starker Leib ragt riesig aus den Kissen,	Uneasiness	Uneasiness
Um den herum die großen Teufel stehn.	Uneasiness	Uneasiness
Sie hält sich zitternd an der Wehebank.	Uneasiness	Uneasiness
Das Zimmer schwankt um sie von ihrem Schrei,	Uneasiness	Uneasiness
Da kommt die Frucht. Ihr Schoß klafft rot und lang	Uneasiness	Uneasiness
Und blutend reißt er von der Frucht entzwei.	Uneasiness	Uneasiness
Der Teufel Hälse wachsen wie Giraffen.	Uneasiness	Uneasiness
Das Kind hat keinen Kopf. Die Mutter hält	Uneasiness	Uneasiness
Es vor sich hin. In ihrem Rücken klaffen	Uneasiness	Uneasiness
Des Schrecks Froschfinger, wenn sie rückwärts fällt.	Uneasiness	Uneasiness
Doch die Dämonen wachsen riesengroß.	Uneasiness	Uneasiness
Ihr Schläfenhorn zerreißt den Himmel rot.	Uneasiness	Uneasiness
Erdbeben donnert durch der Städte Schoß	Uneasiness	Uneasiness
Um ihren Huf, den Feuer überloht.	Uneasiness	Uneasiness
Sonne, herbstlich dünn und zag,	Beauty / Joy	Beauty / Joy
Und das Obst fällt von den Bäumen.	Beauty / Joy	Beauty / Joy
Stille wohnt in blauen Räumen	Beauty / Joy	Beauty / Joy
Einen langen Nachmittag.	Beauty / Joy	Beauty / Joy
Sterbeklänge von Metall;	Sadness	Sadness
Und ein weißes Tier bricht nieder.	Sadness	Sadness
Brauner Mädchen rauhe Lieder	Sadness	Sadness
Sind verweht im Blätterfall.	Sadness	Sadness
Stirne Gottes Farben träumt,	Beauty / Joy	Beauty / Joy
Spürt des Wahnsinns sanfte Flügel.	Uneasiness	Uneasiness
Schatten drehen sich am Hügel	Uneasiness	Uneasiness
Von Verwesung schwarz umsäumt.	Uneasiness	Uneasiness
Dämmerung voll Ruh und Wein;	Beauty / Joy	Beauty / Joy
Traurige Guitarren rinnen.	Beauty / Joy	Beauty / Joy
Und zur milden Lampe drinnen	Beauty / Joy	Beauty / Joy
Kehrst du wie im Traume ein.	Beauty / Joy	Beauty / Joy
Es ist ein Licht, das der Wind ausgelöscht hat.	Sadness	Suspense
Es ist ein Heidekrug, den am Nachmittag ein Betrunkener verläßt.	Sadness	Suspense
Es ist ein Weinberg, verbrannt und schwarz mit Löchern voll Spinnen.	Sadness	Uneasiness
Es ist ein Raum, den sie mit Milch getüncht haben.	Sadness	Uneasiness
Der Wahnsinnige ist gestorben. Es ist eine Insel der Südsee,	Uneasiness	Uneasiness
Den Sonnengott zu empfangen. Man rührt die Trommeln.	Uneasiness	Uneasiness
Die Männer führen kriegerische Tänze auf.	Uneasiness	Uneasiness
Die Frauen wiegen die Hüften in Schlinggewächsen und Feuerblumen,	Uneasiness	Uneasiness
Wenn das Meer singt. O unser verlorenes Paradies.	Uneasiness	Sadness
Die Nymphen haben die goldenen Wälder verlassen.	Sadness	Sadness
Man begräbt den Fremden. Dann hebt ein Flimmerregen an.	Sadness	Sadness
Der Sohn des Pan erscheint in Gestalt eines Erdarbeiters,	Sadness	Beauty / Joy
Der den Mittag am glühenden Asphalt verschläft.	Sadness	Beauty / Joy
Es sind kleine Mädchen in einem Hof in Kleidchen voll herzzerreißender Armut.	Sadness	Sadness
Es sind Zimmer, erfüllt von Akkorden und Sonaten.	Sadness	Sadness
Es sind Schatten, die sich vor einem erblindeten Spiegel umarmen.	Sadness	Sadness
An den Fenstern des Spitals wärmen sich Genesende.	Sadness	Uneasiness
Ein weißer Dampfer am Kanal trägt blutige Seuchen herauf.	Uneasiness	Uneasiness
Die fremde Schwester erscheint wieder in jemands bösen Träumen.	Uneasiness	Uneasiness
Ruhend im Haselgebüsch spielt sie mit seinen Schatten.	Uneasiness	Uneasiness
Der Student, vielleicht ein Doppelgänger, schaut ihr lange vom Fenster nach.	Uneasiness	Uneasiness
Hinter ihm steht sein toter Bruder, oder er geht die alte Wendeltreppe herab.	Uneasiness	Uneasiness
Im Dunkel brauner Kastanien verblaßt die Gestalt des jungen Novizen.	Uneasiness	Uneasiness
Der Garten ist im Abend. Im Kreuzgang flattern die Fledermäuse umher.	Uneasiness	Beauty / Joy
Die Kinder des Hausmeisters hören zu spielen auf und suchen das Gold des Himmels.	Uneasiness	Beauty / Joy
Endakkorde eines Quartetts. Die kleine Blinde läuft zitternd durch die Allee,	Uneasiness	Beauty / Joy
Und später tastet ihr Schatten an kalten Mauern hin, umgeben vom Märchen und heiligen Legenden.	Uneasiness	Beauty / Joy
Es ist ein leeres Boot, das am Abend den schwarzen Kanal heruntertreibt.	Uneasiness	Sadness
In der Düsternis des alten Asyls verfallen menschliche Ruinen.	Uneasiness	Uneasiness
Die toten Waisen liegen an der Gartenmauer.	Uneasiness	Uneasiness
Aus grauen Zimmern treten Engel mit kotgefleckten Flügeln.	Uneasiness	Uneasiness
Würmer tropfen von ihren vergilbten Lidern.	Uneasiness	Uneasiness
Der Platz vor der Kirche ist finster und schweigsam, wie in den Tagen der Kindheit.	Uneasiness	Sadness
Auf silbernen Sohlen gleiten frühere Leben vorbei	Uneasiness	Sadness
Und die Schatten der Verdammten steigen zu den seufzenden Wassern nieder.	Uneasiness	Sadness
In seinem Grab spielt der weiße Magier mit seinen Schlangen.	Uneasiness	Sadness
Schweigsam über der Schädelstätte öffnen sich Gottes goldene Augen.	Uneasiness	Awe / Sublime
Der Acker leuchtet weiß und kalt.	Uneasiness	Uneasiness
Der Himmel ist einsam und ungeheuer.	Uneasiness	Uneasiness
Dohlen kreisen über dem Weiher	Uneasiness	Uneasiness
Und Jäger steigen nieder vom Wald.	Uneasiness	Uneasiness
Ein Schweigen in schwarzen Wipfeln wohnt.	Beauty / Joy	Beauty / Joy
Ein Feuerschein huscht aus den Hütten.	Beauty / Joy	Beauty / Joy
Bisweilen schellt sehr fern ein Schlitten	Beauty / Joy	Beauty / Joy
Und langsam steigt der graue Mond.	Beauty / Joy	Beauty / Joy
Ein Wild verblutet sanft am Rain	Sadness	Sadness
Und Raben plätschern in blutigen Gossen.	Sadness	Sadness
Das Rohr bebt gelb und aufgeschossen.	Uneasiness	Sadness
Frost, Rauch, ein Schritt im leeren Hain.	Uneasiness	Sadness
Ich lasse mein Gesicht auf Sterne fallen,	Beauty / Joy	Beauty / Joy
Die wie getroffen auseinander hinken.	Beauty / Joy	Beauty / Joy
Die Wälder wandern mondwärts, schwarze Quallen,	Beauty / Joy	Beauty / Joy
Ins Blaumeer, daraus meine Blicke winken.	Beauty / Joy	Beauty / Joy
Mein Ich ist fort. Es macht die Sternenreise.	Sadness	Sadness
Das ist nicht Ich, wovon die Kleider scheinen.	Sadness	Sadness
Die Tage sterben weg, die weißen Greise.	Sadness	Sadness
Ichlose Nerven sind voll Furcht und weinen.	Sadness	Sadness
Durch die Büsche winden Sterne	Vitality	Beauty / Joy
Augen tauchen blaken sinken	Vitality	Beauty / Joy
Flüstern plätschert	Vitality	Beauty / Joy
Blüten gehren	Vitality	Beauty / Joy
Düfte spritzen	Vitality	Beauty / Joy
Schauer stürzen	Vitality	Beauty / Joy
Winde schnellen prellen schwellen	Vitality	Uneasiness
Tücher reißen	Vitality	Uneasiness
Fallen schrickt in tiefe Nacht.	Vitality	Vitality
Die Steine feinden	Uneasiness	Uneasiness
Fenster grinst Verrat	Uneasiness	Uneasiness
Äste würgen	Uneasiness	Uneasiness
Berge Sträucher blättern raschlig	Uneasiness	Uneasiness
gellen	Uneasiness	Uneasiness
Tod.	Uneasiness	Uneasiness
Under der linden	Beauty / Joy	Sadness
An der heide	Beauty / Joy	Sadness
Da unser zweier bette was.	Beauty / Joy	Sadness
Da mugt ir vinden	Beauty / Joy	Sadness
Schône beide	Beauty / Joy	Sadness
Gebrochen bluomen unde gras,	Beauty / Joy	Sadness
vor dem walde in einem tal.	Beauty / Joy	Sadness
Tandaradei,	Beauty / Joy	Sadness
schône sanc diu nahtegal.	Beauty / Joy	Sadness
Ich kam gegangen	Suspense	Beauty / Joy
Zuo der Ouwe:	Suspense	Beauty / Joy
Dô was mîn friedel komen ê	Beauty / Joy	Beauty / Joy
Dá war ich empfangen,	Beauty / Joy	Beauty / Joy
hêre frouwe	Beauty / Joy	Beauty / Joy
daz ich bin saelic iemer mê.	Beauty / Joy	Beauty / Joy
Kuste er mich? Wol tûsentstunt:	Beauty / Joy	Beauty / Joy
Tandaradei,	Beauty / Joy	Beauty / Joy
seht wie rôt mir ist der unt.	Beauty / Joy	Beauty / Joy
Do het er gemachet	Beauty / Joy	Beauty / Joy
Alsô rîche	Beauty / Joy	Beauty / Joy
Von bluomen eine bettstat.	Beauty / Joy	Beauty / Joy
Des wirt noch gelachet	Beauty / Joy	Beauty / Joy
Innecliche,	Beauty / Joy	Beauty / Joy
kumt iemen an daz selbe pfat.	Beauty / Joy	Beauty / Joy
Bî den rôsen er wol mac	Beauty / Joy	Beauty / Joy
Tandaradei,	Beauty / Joy	Beauty / Joy
merken wâ mirz houbet lac.	Beauty / Joy	Beauty / Joy
Daz er bi mir laege,	Beauty / Joy	Beauty / Joy
wessez iemen	Beauty / Joy	Beauty / Joy
(no enwelle got!), sô schamt ich mich.	Beauty / Joy	Beauty / Joy
Wes er mit mir pflaege,	Beauty / Joy	Beauty / Joy
niemer niemen	Beauty / Joy	Beauty / Joy
bevinde daz wan er und ich-	Beauty / Joy	Beauty / Joy
und ein kleinez vogellîn	Humor	Humor
tandaradei,	Humor	Humor
daz mac wol getriuwe sin.	Humor	Humor
Spude dich, Kronos!	Suspense	Vitality
Fort den rasselnden Trott!	Suspense	Vitality
Bergab gleitet der Weg;	Suspense	Vitality
Ekles Schwindeln zögert	Vitality	Vitality
Mir vor die Stirne dein Haudern.	Vitality	Vitality
Frisch den holpernden	Vitality	Vitality
Stock, Wurzeln, Steine den Trott	Vitality	Vitality
Rasch ins Leben hinein!	Vitality	Vitality
Nun schon wieder	Vitality	Vitality
Den eratmenden Schritt	Vitality	Vitality
Mühsam Berg hinauf.	Vitality	Vitality
Auf denn, nicht träge denn!	Vitality	Vitality
Strebend und hoffend an.	Vitality	Vitality
Weit, hoch, herrlich der Blick	Beauty / Joy	Vitality
Rings ins Leben hinein;	Beauty / Joy	Vitality
Vom Gebürg zum Gebürg,	Beauty / Joy	Vitality
Über der ewige Geist	Beauty / Joy	Vitality
Ewigen Lebens ahndevoll.	Beauty / Joy	Vitality
Seitwärts des Überdachs Schatten	Vitality	Suspense
Zieht dich an	Vitality	Suspense
Und der Frischung verheißende Blick	Vitality	Suspense
Auf der Schwelle des Mädchens da.	Vitality	Suspense
Labe dich! ? Mir auch, Mädchen,	Vitality	Vitality
Diesen schäumenden Trunk	Vitality	Vitality
Und den freundlichen Gesundheitsblick!	Vitality	Vitality
Ab dann, frischer hinab!	Vitality	Vitality
Sieh, die Sonne sinkt!	Vitality	Vitality
Eh sie sinkt, eh mich faßt	Uneasiness	Vitality
Greisen im Moore Nebelduft,	Uneasiness	Uneasiness
Entzahnte Kiefer schnattern	Uneasiness	Uneasiness
Und das schlockernde Gebein ?.	Uneasiness	Uneasiness
Trunknen vom letzten Strahl	Uneasiness	Awe / Sublime
Reiß mich, ein Feuermeer	Uneasiness	Awe / Sublime
Mir im schäumenden Aug,	Uneasiness	Awe / Sublime
Mich Geblendeten, Taumelnden	Uneasiness	Awe / Sublime
In der Hölle nächtliches Tor.	Awe / Sublime	Awe / Sublime
Töne, Schwager, dein Horn,	Awe / Sublime	Awe / Sublime
Raßle den schallenden Trab,	Awe / Sublime	Awe / Sublime
Daß der Orkus vernehme: ein Fürst kommt,	Awe / Sublime	Awe / Sublime
Drunten von ihren Sitzen	Awe / Sublime	Awe / Sublime
Sich die Gewaltigen lüften.	Awe / Sublime	Awe / Sublime
Es war einst ein König in Thule,	Beauty / Joy	Beauty / Joy
Gar treu bis an das Grab,	Beauty / Joy	Beauty / Joy
Dem sterbend seine Buhle	Beauty / Joy	Beauty / Joy
einen goldnen Becher gab.	Beauty / Joy	Beauty / Joy
Es ging ihm nichts darüber,	Uneasiness	Beauty / Joy
Er leert' ihn jeden Schmaus;	Uneasiness	Beauty / Joy
Die Augen gingen ihm über,	Uneasiness	Beauty / Joy
So oft er trank daraus.	Uneasiness	Beauty / Joy
Und als er kam zu sterben,	Suspense	Beauty / Joy
Zählt' er seine Städt' im Reich,	Suspense	Beauty / Joy
Gönnt' alles seinen Erben,	Suspense	Beauty / Joy
Den Becher nicht zugleich.	Suspense	Beauty / Joy
Er saß beim Königsmahle,	Beauty / Joy	Beauty / Joy
Die Ritter um ihn her,	Beauty / Joy	Beauty / Joy
Auf hohem Vätersaale	Beauty / Joy	Beauty / Joy
Dort auf dem Schloß am Meer.	Beauty / Joy	Beauty / Joy
Dort stand der alte Zecher,	Suspense	Suspense
Trank letzte Lebensglut	Suspense	Suspense
Und warf den heil'gen Becher	Suspense	Suspense
Hinunter in die Flut.	Suspense	Suspense
Er sah ihn stürzen, trinken	Sadness	Suspense
Und sinken tief ins Meer.	Sadness	Suspense
Die Augen täten ihm sinken,	Sadness	Sadness
Trank nie einen Tropfen mehr.	Sadness	Sadness
Füllest wieder Busch und Thal	Beauty / Joy	Beauty / Joy
Still mit Nebelglanz,	Beauty / Joy	Beauty / Joy
Lösest endlich auch einmal	Beauty / Joy	Beauty / Joy
Meine Seele ganz;	Beauty / Joy	Beauty / Joy
Breitest über mein Gefild	Beauty / Joy	Beauty / Joy
Lindernd deinen Blick,	Beauty / Joy	Beauty / Joy
Wie des Freundes Auge mild	Beauty / Joy	Beauty / Joy
Über mein Geschick.	Beauty / Joy	Beauty / Joy
Jeden Nachklang fühlt mein Herz	Sadness	Sadness
Froh und trüber Zeit,	Sadness	Sadness
Wandle zwischen Freud? und Schmerz	Sadness	Sadness
In der Einsamkeit.	Sadness	Sadness
Fließe, fließe, lieber Fluß!	Sadness	Sadness
Nimmer werd? ich froh;	Sadness	Sadness
So verrauschte Scherz und Kuß	Sadness	Sadness
Und die Treue so.	Sadness	Sadness
Ich besaß es doch einmal,	Sadness	Sadness
Was so köstlich ist!	Sadness	Sadness
Daß man doch zu seiner Qual	Sadness	Sadness
Nimmer es vergißt!	Sadness	Sadness
Rausche, Fluß, das Tal entlang,	Vitality	Vitality
Ohne Rast und Ruh,	Vitality	Vitality
Rausche, flüstre meinem Sang	Vitality	Vitality
Melodien zu!	Vitality	Vitality
Wenn du in der Winternacht	Beauty / Joy	Beauty / Joy
Wüthend überschwillst	Beauty / Joy	Beauty / Joy
Oder um die Frühlingspracht	Beauty / Joy	Beauty / Joy
Junger Knospen quillst.	Beauty / Joy	Beauty / Joy
Selig, wer sich vor der Welt	Beauty / Joy	Beauty / Joy
Ohne Haß verschließt,	Beauty / Joy	Beauty / Joy
Einen Freund am Busen hält	Beauty / Joy	Beauty / Joy
Und mit dem genießt,	Beauty / Joy	Beauty / Joy
Was, von Menschen nicht gewußt	Beauty / Joy	Beauty / Joy
Oder nicht bedacht,	Beauty / Joy	Beauty / Joy
Durch das Labyrinth der Brust	Beauty / Joy	Beauty / Joy
Wandelt in der Nacht.	Beauty / Joy	Beauty / Joy
Wer reitet so spät durch Nacht und Wind?	Suspense	Suspense
Es ist der Vater mit seinem Kind;	Beauty / Joy	Beauty / Joy
Er hat den Knaben wohl in dem Arm,	Beauty / Joy	Beauty / Joy
Er faßt ihn sicher, er hält ihn warm.	Beauty / Joy	Beauty / Joy
Mein Sohn, was birgst du so bang dein Gesicht? -	Uneasiness	Uneasiness
Siehst Vater, du den Erlkönig nicht?	Uneasiness	Uneasiness
Den Erlenkönig mit Kron und Schweif? -	Uneasiness	Uneasiness
Mein Sohn, es ist ein Nebelstreif. -	Uneasiness	Uneasiness
"Du liebes Kind, komm, geh mit mir!	Uneasiness	Uneasiness
Gar schöne Spiele spiel ich mit dir;	Uneasiness	Uneasiness
Manch bunte Blumen sind an dem Strand,	Uneasiness	Uneasiness
Meine Mutter hat manch gülden Gewand."	Uneasiness	Uneasiness
Mein Vater, mein Vater, und hörest du nicht,	Uneasiness	Uneasiness
Was Erlenkönig mir leise verspricht? -	Uneasiness	Uneasiness
Sei ruhig, bleibe ruhig, mein Kind;	Uneasiness	Uneasiness
In dürren Blättern säuselt der Wind. -	Uneasiness	Uneasiness
"Willst, feiner Knabe, du mit mir gehn?	Uneasiness	Uneasiness
Meine Töchter sollen dich warten schön;	Uneasiness	Uneasiness
Meine Töchter führen den nächtlichen Reihn	Uneasiness	Uneasiness
Und wiegen und tanzen und singen dich ein."	Uneasiness	Uneasiness
Mein Vater, mein Vater, und siehst du nicht dort	Uneasiness	Uneasiness
Erlkönigs Töchter am düstern Ort? -	Uneasiness	Uneasiness
Mein Sohn, mein Sohn, ich seh es genau:	Uneasiness	Uneasiness
Es scheinen die alten Weiden so grau. -	Uneasiness	Uneasiness
"Ich liebe dich, mich reizt deine schöne Gestalt;	Uneasiness	Suspense
Und bist du nicht willig, so brauch ich Gewalt."	Uneasiness	Suspense
Mein Vater, mein Vater, jetzt faßt er mich an!	Uneasiness	Suspense
Erlkönig hat mir ein Leids getan! -	Uneasiness	Suspense
Dem Vater grauset's, er reitet geschwind,	Uneasiness	Suspense
Er hält in den Armen das ächzende Kind,	Uneasiness	Suspense
Erreicht den Hof mit Mühe und Not;	Uneasiness	Suspense
In seinen Armen das Kind war tot.	Sadness	Uneasiness
Hat der alte Hexenmeister	Beauty / Joy	Beauty / Joy
Sich doch einmal wegbegeben!	Beauty / Joy	Beauty / Joy
Und nun sollen seine Geister	Beauty / Joy	Beauty / Joy
Auch nach meinem Willen leben.	Beauty / Joy	Beauty / Joy
Seine Wort' und Werke	Beauty / Joy	Beauty / Joy
Merkt ich und den Brauch,	Beauty / Joy	Beauty / Joy
Und mit Geistesstärke	Beauty / Joy	Beauty / Joy
Tu ich Wunder auch.	Beauty / Joy	Beauty / Joy
Walle! walle	Vitality	Vitality
Manche Strecke,	Vitality	Vitality
Daß, zum Zwecke,	Vitality	Vitality
Wasser fließe	Vitality	Vitality
Und mit reichem, vollem Schwalle	Vitality	Vitality
Zu dem Bade sich ergieße.	Vitality	Vitality
Und nun komm, du alter Besen!	Vitality	Humor
Nimm die schlechten Lumpenhüllen;	Vitality	Humor
